review_no,accom_no,user_no,accom_nm,content,review_rate1,review_rate2,review_rate3
15bd39d2,9b0057ac,414ca076,세인트존스 호텔,마운틴뷰 완전 비추입니다. 사이드쪽 바다 바람 소리가 “쿵~” 쿵 ~ 공사판 소리 같은게 나서 잠을 잘수가 없어요 ㅠㅠ 완전 최악이었어요 ㅠ여행이 고행이 되는~~ 차라리 가격대비 가성비갑은 파인아트라벨 호텔이 훨씬 좋았어요 ㅠ 침대나 오션뷰나 모든면애서.. 진심 참고하세요,80,80,50
057c3582,9b0057ac,da8bb89f,세인트존스 호텔,"발코니 밖으로 바다가 탁 트이게 보이는게 너무 좋아용시설도 하나하나 잘 케어하는 느낌나서 좋아요아 근데 지하주차장에서 엘리베이터 기다릴때 시간이 꽤 걸리는데, 엘베가 몇층에 오가는지를 일수없어서 딥답한건 있어용",90,80,90
295d3749,9b0057ac,1c0f73ef,세인트존스 호텔,다 좋은데 엘리베이터가 몇층에 있는지 안내가 없는대다 무지 느려서 굉장히 불편했어요파셜뷰였는데 밑에가 솔나무가 있어서 더 좋았네요!위치나 시설이나 다 좋은데 엘리베이터 때문에 재방문은 한번 더 생각해볼듯합니다,100,60,100
bb67be2a,9b0057ac,dadd5701,세인트존스 호텔,가족과 함께 놀러가서 재미있게 지내고 온 좋은 숙소였습니다. 마운틴뷰라고 되어있지만 사이드에 바다도 보이고 뷰가 괜찮았습니다 ~ 웬만한 ott 서비스는 다 볼 수 있어서 기억에 남는 호텔입니다 직원분들도 친절하시고 시설도 잘 되어있는 기분입니다.다음에 가게되면 오크랩 식사도 해보고싶습니다~호텔 앞 바다와 연결된 곳 산책로도 잘 되어있어 산책도 잘 즐겼습니다. 호텔에서 편안하게 잘 쉬어서 즐거운 여행이 되었던 것 같습니다 .,100,100,100
d705a6a0,9b0057ac,40ecde13,세인트존스 호텔,값은 비싼데 그만큼의 비용만큼은 가치는 떨어집니다.,70,70,70
f66301c6,9b0057ac,f024f672,세인트존스 호텔,1. 새 건물이라 깨끗하고 좋습니다2. 아침 조식도 나쁘지 않지만 가격대비 비싼 거 같습니다 3. 입구가 도로에서 멀어 도보 이용시 불편합니다4. 사운나 이용 고객이 몰려 들어가기 어려운 편입니다5. 그래도 다시 간다면 또 이용할 예정입니다,100,100,100
be769d03,9b0057ac,b0dc52c1,세인트존스 호텔,"직원들은 정말 친절하셨구요.객실 상태는 좋았는데 청소가 살짝 살짝 부족했어요층간소음은 여전히 심했고,뷰가 정말 장난아니에요",100,50,50
73b9d4b3,9b0057ac,7c25cd15,세인트존스 호텔,밤늦게 도착했는데 바로 앞에 음식점들이 있어 더 편리하게 이용할 수 있었어요! 침구도 깨끗하고 가성비 갑인 숙소에요!,100,100,100
86ca5425,9b0057ac,292dddee,세인트존스 호텔,시설 깨끗하고 바다가 앞마당처럼 가까워서 좋습니다,70,70,60
386dba68,9b0057ac,a5ed2667,세인트존스 호텔,진짜 제일 좋았던 호텔이였어요 조식에 사우나에 너무 환상이였습니다.,100,100,100
3565e468,9b0057ac,d5505063,세인트존스 호텔,청결하고 직원분들도 친절하고 좋아요,100,100,100
f335b042,9b0057ac,36d19c7d,세인트존스 호텔,아주좋습니다ㅏㅏㅏㅏㅏㅏㅏㅏ,100,100,100
7ab78c07,9b0057ac,545ac2bc,세인트존스 호텔,객실도 깔끔하고 로비도 넓고 시설이나 청결도는 참 좋았는데 바로 앞에 공사중이라 좀 소란스럽긴 했어요~,100,100,100
d7409249,9b0057ac,cdadd001,세인트존스 호텔,방에서 본 오션뷰는 이런식이었어요룸 컨디션 뭐 다 좋앗습니다 근데 주차...후 1객실 1주차가 안되서 그런지 여기저기ㅜ돌아다녀야하고...제일 아쉬운건 체크인 하는데도 너무 유래걸렷네요아니 그것보다 더 아쉬운거...엘리베이터...건물 제작 누가 햇는지..한층에 객실이 38개인가 그런데엘리베이터는 전층 운행 홀수 짝수 3개뿐임장난치는것도 아니고... 이거 엘리베이터 한번 탈라면 20분 이상씩 기다림 다신 안갈듯,30,100,100
79946cc7,9b0057ac,47e4175a,세인트존스 호텔,디럭스 오션뷰로 예약했어요. 뷰도 좋고 바닷소리도 좋았어요. 체크인은 목요얼 5시쯤 했는데 10분정도 대기했어요. 시설이랑 청결도 괜찮았고 침구도 좋았어요. 직원분들도 미숙하지만 친절했어요. 조식은 괜찮았고 수압도 괜찮았어요. 단점은 엘리베이터는 많이 느렸고 무엇보다 방음이 고시원 수준이에요. 옆방 코고는 소리랑 윗층 물내리는 소리랑 옆방 대화하는 소리랑 다 들려서 두번째날은 잠을 잘 못잤어요. 방음만 잘 되면 참 좋았을텐데 아쉬워요.,80,70,80
e9c31641,9b0057ac,fe949679,세인트존스 호텔,근처 결혼식이 있어서 숙소를 알아보던 중 주변에서 추천을 해줘서 방문하게 되었어요~ 다음날 일찍 퇴실해야 해서 조식 이용은 못했지만 룸 컨디션도 좋고 무엇보다 침대가 너무 푹신해서 좋았어요~잘 쉬다가 갑니다~,100,100,100
75260b72,9b0057ac,1526ab50,세인트존스 호텔,급하게 예약를 해서 좀 비싸게 예약을 한거같지만 그래도 들어가자마자 바다가 보이니 좋더라구요 생각보다 룸도 넓고 욕실공간도 넚어서 씻을 때 좋았어요 아쉬운 점은 6층으로 배정받아서 층수가 좀 낮았다는거? 다른 후기글에서 소음때매 시끄럽단 얘기봐서 걱정했는데 샹각외로 조용해서 밤에 잘잤어요 침대도 폭신해서 좋았고 동화가든이랑 가까운것도 좋아요다만 주변에 즐길거리가 많이 없는게 좀 아쉬워요,60,100,70
1da4a811,9b0057ac,4671a93f,세인트존스 호텔,다좋은데 헬스장이 좀..  관리안된느낌이컷어요ㅜ,100,100,100
1c954349,9b0057ac,a0160ff4,세인트존스 호텔,룸 컨디션 정말 좋았습니다! 오션뷰 말고 하프오션뷰 했는데 더 좋은선택! 이었던거같아요 전망 너무좋고 셀프체크인 여기어때 예약확인 가능해서 토요일이지만 10분정도?기다리구 바로 체크인 했네요! 체크인 지옥이라고 하는데 그렇지 않았구요 부대시설 해변 모두 만족하고 침대가 특히 너무 편해서 제대로 호캉스 힐링하고 갑니다! 단점이라면 엘레베이터가 너무 ... 없고..타기 좀 힘들어요..특히 체크아웃..,100,100,100
6ab398d6,9b0057ac,972a988c,세인트존스 호텔,체크인 대기가 길어서 쫌 그랬지만 시설은 좋았습니다,100,100,100
f30830e3,9b0057ac,b8aea039,세인트존스 호텔,아직 성수기가 아니어서 그랬는지 리뷰에 언급되던 불편한 점을 전혀 느끼지 못했습니다. 아주 만족스러운 2박이었습니다.,100,100,100
6f8786d8,9b0057ac,a560e64e,세인트존스 호텔,회사출장으로 숙소잡앗어요,100,100,100
76e2b53f,9b0057ac,737b04a7,세인트존스 호텔,친구와 브라이덜 샤워 파티하려고 방문했습니다시설이 맘에 들었어요 엘리베이터도 빨랐고 직원분들도 아주 많이 친절하셨네요!인피니티풀도 시설이 잘 되어있어서 좋았구요 안전요원?분들도 계속 잘 보고계셔서 믿음직 스러웠습니다다만 오션뷰룸에서 바로 파인타워 인피니티풀로 갈수가 없어서 민망했네요 ㅎㅎ 스카이베이처럼 수영복입고 가운 걸치고 나왔는데 1층까지 내려와서 건물밖으로 나와 다른건물로 들어가야한대서요 ㅋㅋㅋㅋㅋ 다른 손님들도 그렇게 하시는분들이 있다는데 제가 갈땐 없어서 초민망...ㅋㅋㅋㅋㅋ그거빼고는 시설도 깔끔하고 좋았어요일단 소음이란건 못느꼈네요가족끼리와도 좋고 커플이나 친구들이랑 와도 좋은곳이에요애견도 동반가능하니 참고하세요!,100,100,100
2fff5a0c,9b0057ac,35e1baa1,세인트존스 호텔,처음 방문하는 세인트존스호텔후기에 청소상태가 안 좋다는 글이 좀 있어서 걱정했는데 청결하진 않아요ㅜ 바닥에 먼지도 많고 침대 주변에 과자부스러기도 있고 세면대 주변에 곰팡이도 좀 있어요조식은 밥 김치류는 없어요ㅜ룸컨디션 중요하게 생각해서 제가 더 안 좋게 느낄수도 있지만 기대를 넘 했는지  실망감이 크네요그대신 바다뷰 하나는 좋아요,60,60,60
13fc2f79,9b0057ac,578ff4dc,세인트존스 호텔,편히 쉬었어요~~<~~,100,100,100
e9383732,9b0057ac,ded8d035,세인트존스 호텔,두번째 방문하는 호텔인데 항상 숙소도 청결하고 호텔 시설이나 위치도 좋아 앞으로도 강릉 올때마다 세인트 이용하려구요 ㅎㅎ,100,100,100
7cc62335,9b0057ac,8e4c6a24,세인트존스 호텔,"체크인 시간보다 호텔에 빨리 도착해서 직원에게 짐 맡기고 놀러갔다 왔어요 ~ 해 떠 있을 때는 호텔 외관이 그렇게 예뻐보였는데 밤에 건물에 형형색색 불 켜 있는 거 보니까 모텔 느낌도 나 보였어요 물론 외관만요 ! 호텔 방 안에 들어가면 칫솔 치약 샤워볼 같은 일회용품이 없어서 불편했는데 일회용품을 최소화하는 그린캠페인이라네요 ! 환경 지킨다 생각하고 불편함을 참았어요 여행 준비 전에 이 사실을 알았다면 여러 가지 챙겼을텐데요 아쉽지만 어쩌겠어요 ! 없는 물건 자판기나 호텔 앞 다용품점에서 샀죠 호텔은 서양식으로 신발 신고 들어가는 구조로 만들어졌어요 운동화 신고 와도 슬리퍼 없으면 불편해서 호텔 내 자판기에서 슬리퍼도 샀어요 직원들은 친절했어요 저는 오션뷰 이용했는데 호텔 앞 건물에 바다가 1/3은 안 보였어요 바다 바로 앞에 위치한 건물이 아닌 것도 미리 찾아볼걸 후회했죠 ! 그래도 창 밖에서 카메라 구도를 어느정도 잡으면 바다랑 같이 사진 찍을 수 있어요 제가 올린 사진은 오전에 침대에 누워 찍은 사진이에요 좋아요 위로는 강문해변, 아래로는 안목해변 있으니 좋았어요",100,80,50
e7d9539c,9b0057ac,249439f4,세인트존스 호텔,깨끗하고 따뜻하고 좋아요,100,100,100
769e1358,9b0057ac,40b49a4d,세인트존스 호텔,"극성수기 1월 1일에 다녀와서 두배 가격 주고 다녀왔다는 점이 아쉽긴 하지만ㅜㅜ 바로 앞이 바다에, 일출도 베란다에서 바로 볼 수 있어서 밖에 나가지 않고 해 잘 봤어용☀️ 인피니티 풀도 이용했는데 날씨가 너무 추웠지만, 미온수 물이랑 버블파티까지 알차게 잘 놀다 왔숩니당~~!참고로 6층 기본̊̈ 인피니티 풀 보다 옆에 계단 내려가면 노천탕 느낌으로 탕이 하나있는데 요기 온도가 38도 정도라서 따뜻하게 좋아용ෆ.̮ෆ",90,100,90
b7a73b12,9b0057ac,4b355412,세인트존스 호텔,일요일에 이용하였는데 체크인 그렇게 길지 않았고요 금방 들어갔어요~ 룸컨디션은 생각보다 좋아서 맘에들었습니다!! 대신에 화장실 샤워부스가 어긋나있어서 문이 안닫겼어요 ㅜㅜ 다음에는 오션뷰로 재방문 의사 있슴당ㅎㅎㅎㅎ 오션뷰로 예약할 걸 후회했어요 방에서 보면 정말 이쁘다라구욤 아쉬웠습니다ㅜ 엘베는곳곳에 있어서 편하긴 했는데 주말에는 불편할듯요... 슬리퍼 없으니 구매하시거나 챙겨가세요~,100,100,100
ca03d189,9b0057ac,710b85ec,세인트존스 호텔,모든면에서 매우 만족. 아이가 너무 좋아서 호텔에 살고싶대요.,100,100,80
e2b49bbb,9b0057ac,6ba1070c,세인트존스 호텔,엘리베이터가 붐빈다는 얘길듣고 걱정했는데 매우 만족합니다 ㅎㅎㅎ또 오고싶어요,100,100,80
32b04d6e,9b0057ac,1eaedc63,세인트존스 호텔,가격대비 너무 좋았습니다.,100,100,100
a9016e07,9b0057ac,c4fe9839,세인트존스 호텔,너무좋아영 강릉갈땐 항상 댕댕이데리구 세인트,100,100,100
cfc2b983,9b0057ac,e811458c,세인트존스 호텔,강아지랑 같이 방문했어요룸 컨디션도 괜찮고 반려견 동반으로 시설 이용한 업장이 많아서 좋았습니다침대가 너무 편해서 강아지도 편하게 잘 쉬고 왔네요숙소 바로 앞에 산책로도 잘 되있어서강아지 데리고 가기 너무 좋은 곳입니다특히 반려견 동반 투숙객에 대한 배려가 느껴지는 게주변에 동반으로 방문 가능한 음식점 안내 팜플렛도 주고간식도 선물로 주셔서 잘 쉬다 왔습니다강원도에서 이만큼 반려견과 함께 묵을수 있는 숙소 또 있을까 싶어요 ^^다음에 또 방문 하고 싶어요,100,70,80
5e094d69,9b0057ac,52c1c340,세인트존스 호텔,딸이랑 둘이 강릉 여행 간건데여 일단 위생적인 부분은 좋았습니다  제가 어디를 가든 항상 후기를 엄청 열심히 찾아 보는데 … 마운틴 뷰가 아니라 진짜 밭뷰 더라구요 ㅋㅋㅋㅋㅋㅋ 밭이 덩그라니 ㅋㅋㅋㅋㅋ밭뷰라고 바뀨시는게 나을거 같아여 ㅜㅠ 그리구 너무너무 체크인 시간이 늦어요 ㅜㅠ 너무너무 늦어서  환장 하느지 알앗네요 ㅜㅠ 딸이랑 란닝맨 체험까지 하고 왔는데도 ㅜㅠ 기다렸음요 ㅜㅠ 시설도 좋고 친절하고 다 좋은데 기다림에 지쳐서 그게 너무 힘드네요 ㅜㅠ,100,100,100
a3d50b7b,9b0057ac,e624ec71,세인트존스 호텔,시설 좋아요 엄청 크고 잘 되어있어요.다만 밤에 온수가 안나왔는데 전화 안받아서 별 하나 뺌그리고 연박이었는데 메이크업 누르고 외출 한참 나갔다 왔는데도 안되어 있더라구요. 이런적은 처음.,70,100,80
363d5a2a,9b0057ac,d54ff4c9,세인트존스 호텔,객실청결 상태도 좋았고시티뷰라고 했는데발코니에 나가면 사이로 바다가 보여서좋았습니다.딸과의 여행 중 즐겁게지내고 왔습니다.,100,100,100
334dee79,9b0057ac,c39c2d7a,세인트존스 호텔,"총평을 하자면 오션뷰 가격대에 이정도면 좋다고 생각합니다. 다만 숙박을 하면서 계속 2%씩 부족하다는 느낌이 자꾸 들었기에 숙박을 희망하시는 다른 분들에게도 공유드리고자 합니다.일처리가 한번에 되지 않는 아쉬움<1.언더락잔>-객실은 오션뷰 2인기준에 3인까지 잘 수 있는 방이었음.-양주를 먹기 위해 언더락이 2잔뿐이라 한잔 더 달라고 전화드림.-객실과 다른 사이즈의 작은 언더락잔을 주시길래 다시 전화해서 받음.<2.아이스 버킷>-아이스버킷을 받기 위해 전화로 아이스 버킷달라고 말씀드림.-집게 없이 버킷만 주셔서 다시 전화드리고 집게만 또 따로 받음.<3.소지품 확인>-체크아웃하고 나와서 근처에서 식사를 마친 뒤 일행 중 하나가 옷을 객실에 두고 온 것 같다고 함.-호텔에 전화를 해보니 아직 청소를 안했다고 확인해준다고 함.-혹시몰라서 우리도 다시 호텔로 갔음.-키를 받고 객실로 갔는데 아직 청소전이라 그런지 옷이 그대로 걸려 있어서 잘 챙김.-근데 바로 그때 호텔에서 전화가 와서, 객실을 찾아봤는데 옷이 없다고 함 -> 그래서 우리가 객실인데 옷 잘 있다고 말씀드림.-근데 호텔에서 우리가 객실 번호를 잘못 알려준 것 같다고 하며 알았다고 한 뒤 통화 종료. (?)-객실 번호를 잘못 알려주진 않았고(일행 2명이 통화내용 그대로 옆에서 듣고 있었음), 혹여나 잘못 알려주었거나 아니면 잘못 알아들었거나 3가지 중 하나인데, 미안하다는 말 하나 없이, 괜찮냐는 말 하나없이 우리가 잘못알려줬다고 말하고 통화 마무리한 거가 그냥 어이가 없었음.-조금씩 아쉬워도 뷰도 좋고, 호텔도 나름 깔끔해서 괜찮았는데, 결과적으로는 호텔 모습을 한 리조트라는 느낌을 감출 수가 없음.",50,50,80
6ccc7cc1,9b0057ac,8a989193,세인트존스 호텔,강릉에서 놀기좋은 위치라서 해마다 방문하는데 점점 낡아가는것도 느껴지고 ㅠㅠ 들어가자마자 담배꽁초가 ㅎㅎ 그냥 넘어가긴했지만 항상 청결이 아쉬운것같아요 오션뷰는 만족합니다,100,80,50
66ce53c9,9b0057ac,f0f8d464,세인트존스 호텔,객실이 매우 깔끔해서 좋았어요체크인이 네시부터라 한꺼번에 사람이 몰려서 힘들었지만 휴대폰 번호 입력하면 카카오톡 알림으로 체크인 순서를 실시간으로 확인할 수 있어서 근처 관광하다가 오기 좋아요그리고 헬스장이 엄청 깔끔하고 기구도 많아서 운동하기 편했어요 유산소 머신도 인클라인 가능하고 스텝퍼까지 있어서..❤️비가와서 물놀이할때 좀 추웠지만 역시 버블파티 꿀잼다음에도 또 이용할게요!,100,100,100
91a619ce,9b0057ac,41275d55,세인트존스 호텔,시설도 깔끔했고 침대도 푹신하고 뷰가 난리나요ㅠㅠ,100,100,100
486a542d,9b0057ac,3510fda7,세인트존스 호텔,레이크타워 1136호 묵었습니다5시쯤 체크인했구요 주차장은 자리가 없어서 외부주차장 사용했는데 걸어갈만했어요셀프체크인기계로 운 좋게 가자마자 대기없이 체크인 했습니다레이크타워 숙박하시는 분들은 파인타워랑 오션타워 엘베 다 이용가능해서 나쁘지않았어요편의점이랑 오락실도 있어서 잘 이용했습니다걸어서 산책하기도 좋고 조금 걸어가면 유명한 소품샵이나 카페 식당도 있어서 좋아요,80,80,80
6a6e0ef3,9b0057ac,c2ee809b,세인트존스 호텔,세인트존스는 처음 가보는데 시설도 깔끔하고 좋았습니다,100,100,100
42e77d91,9b0057ac,a1b086e3,세인트존스 호텔,좋았습니다. 잘 묵고 갑니다.,100,100,100
f551826b,9b0057ac,d3633a0e,세인트존스 호텔,숙소에서 잠만 자는 편이라 원래 숙소에 투자하는 편은 아니었는데 오션뷰가 이렇게 좋은거였나 실감했습니다. 일단 바다가 바로 앞인게 진짜 이점이고요. 해지고 숙소에 들어갔는데 밤바다를 보고 외국에 나와있는 느낌이더라구요. 정말 뷰가 최고였습니다. 좀 더 일찍 들어와서 낮뷰를 보면 어땠을까 빨리 내일이 오면 좋겠다 생각했어요. 다음날 오전에 일찍 눈뜨고 흐린 날씨라 일출을 못본건 아쉽지만 밝은 상태에서 바다보니까 진짜 좋았어요. 화장실도 깔끔하고 좋았어요. 룸 크기가 좀 작긴했는데 바다보면 그냥 너무 좋아서 또 오고싶어요.,100,100,100
70d5046d,9b0057ac,a84b49b3,세인트존스 호텔,도착이 늦을 예정이였는데 18시 이후 체크인 상품이 있어서 좋았고 부분 오션뷰 방을 주셔서 뷰도 좋았습니다. 탁자 청소가 잘 안되어 있긴 했지만 1박 하기 괜찮았어요. 재방문의사 있어요,100,100,100
df88b4ec,9b0057ac,a9c8b0a9,세인트존스 호텔,"세인트존스 호텔 예전부터 가고 싶었는데작년에 가족들이 가고 좋다규 해서왓어요‘!!!!!!처음에 237,000원으류 예약 했다가더 저렴해졌길래(209,000원) 무료취소 가능해서 하고 다시 예약 했습니다!!!   근데 전날 보니까 189,000원까지 떨어졌더라고요전날 예약 할걸 그랬네요그래도 혹시 모르니까!어쨋든 깔끔하네요근데 환경오염으로 슬리퍼 없는건 좀 불편했어요넷플릭스 유튜브 등 있어서 좋았어요",100,100,100
782560df,9b0057ac,9343877f,세인트존스 호텔,마운티뷰로 예약해서 잘쉬고 왔습니다~,100,80,100
505ce09b,9b0057ac,91193905,세인트존스 호텔,하룻밤 잘 쉬었다가 왔습니다.,100,100,100
79cfec8e,9b0057ac,0e8aaf1b,세인트존스 호텔,성수기라 사람들이 너무 많아서 체크인 아웃 할때 불편했지만 그외는 너무 다 만족스러웠습니다! 덕분에 푹 쉬었다가요 !,100,100,100
fc7e4f98,9b0057ac,c77fb707,세인트존스 호텔,애견동반되는방으로 다녀왔어요 침구류는 너무 바스락소리가나서 좀불편했어요그래도 강아지랑 같이갈수잇는호텔이 많이없어서 나름 만족합니다,70,80,60
87471bee,9b0057ac,4720aa56,세인트존스 호텔,깔끔하고 숙소도 예뻐요빗은 비치되어있지 않아서 준비해오시면 좋을것 같아요환경을 생각하는 호텔인것 같아서 마음에 들었어요렌트카는 주차할때 오류가 많이 나 정산비 발생할 수도 있는데 호출버튼 누르시면 될거같아요,100,100,100
7f21698c,9b0057ac,7e564fcb,세인트존스 호텔,친구랑 호캉스를 하려고 알아보고 있었는데 여기다 싶어서 예약했습니다일단 강릉역이나 강릉버스터미널에서 무료 순환버스를 이용할 수 있어서 편하고 좋았는데 기사님분이 친절하시고 다정(❤️)하셔서 너무 좋았어요호텔에 도착해서 방에 들어갔는데 여느 호텔과 비슷하게 깔끔하고 좋았어요인피티니풀때문에 간 거 였는데 시간을 선택하고 이용해야해서 밤 시간대인 성인전용 시간대로 했습니다더울까봐 그 때로 했는데 탁월한 선택이었어요물은 적당히 따뜻했고 뷰는 보이지 않았지만 그래도 밤 특유의 분위기가 좋아서 만족했습니다그리고 후기에 생각보다 풀 크기가 작다해서 조금 걱정했는데 작긴했지만 놀기에는 그냥저냥 적당한 크기였어서 만족했습니다전반적으로 다 좋았어요 다음에도 또 가고 싶네요 💙,100,100,100
b5a69aaa,9b0057ac,29fe0538,세인트존스 호텔,"극성수기라 그런지 체크인 시간이 한시간 정도 걸렸고,지하 주차 공간도 부족했던것 외엔 모두 만족 했습니다.저녁 뷔페를 이용했었는데 음식이  아주 만족스러웠습니다.인피니티풀도 매우 좋았구요~경포에서 여기랑 골든튤립을 이용했는데여기가 더 만족스러웠던것 같습니다뷰도 너무 좋았고 문 열어놓으니 파도소리가 집앞처럼 잘 들려서 너무 좋았습니다~해변에 사람도 없어 소음도 없었구요.겨울에 와도 좋을것 같습니다~",100,100,100
25d06d90,9b0057ac,22c6a93a,세인트존스 호텔,"비싼만큼 시설도 경치도 좋았어요. 큰맘먹고 예약했는데...ㅎㅎ 여기어때에 등록된 시간대랑 호텔측 관리 시간대가 다른것같아 초반에 당황했으나, 기재된 시간대에 입실할 수 있어 좋았습니다. 풀장은 예뻤지만, 많이 이용하진 않았어요. 사람 많네요. 색다른 휴가 보내기에 좋은 곳이였습니다.",100,100,100
44523eb7,9b0057ac,a2bea863,세인트존스 호텔,"후기 보고 걱정이 많았는데, 관계자 분들이 꾸준히 개선하려고 노력을 하는듯 하네요.물론, 극성수기가 지나서일수도 있지만...매우 만족하고 재방문의사 있습니다!편의시설, 주차장등도 추가 공사하고 있는것 같아요.다음 방문때는 얼마나 좋아졌을지 기대해봅니다!",100,100,100
222f86e0,9b0057ac,182a8186,세인트존스 호텔,일단 좋았습니다. 룸Up이고 파셜뷰라서.. 파셜뷰라도 바다 원(?)없이 볼 수 있고 밤에는 인피니트풀이 아래 있어서 뜻하지않게 즐거웠습니다. ^^  시설 깨끗하고 편했습니다.  하지만 주변이 시끄러워서 잠은 잘 못잤어요. 그래도 오랫만에 힐링하니 좋았습니다.,100,100,100
2f060b47,9b0057ac,6161657e,세인트존스 호텔,깨끗하고 깔끔하며 오션뷰라 좋았아요~~,80,80,80
f219e0a6,9b0057ac,6e602fd4,세인트존스 호텔,부산에서 온 친구와 함께 머물렀는데 둘 다 너무 만적했습니다. 파셜뷰로 이용했는데 바다는 좋아하는 저한테는 정말 촤고였어요 그리고 수영장ㅠㅠ 넘 예뿜...,100,100,100
1c10c7ad,9b0057ac,5fcc56cd,세인트존스 호텔,특급호텔 등급이 의십스럽지만 할인가격에 적절한 수준,100,100,100
682e18ac,9b0057ac,d140b127,세인트존스 호텔,좋았어요 직원분의 안내부족이 한번 있긴 했네요,40,80,80
652f5275,9b0057ac,632f226c,세인트존스 호텔,7/19-7/20 1박2일 숙박했습니다.여기 체크인하는 시간이 느리다고 하여 2시간 뒤인 6시 넘어 체크인 했는데도 대기가 살짝 있었습니다. 32만원대의 시티뷰를 결제해놓은 상태였고(할인쿠폰을 써서 20만원대 후반) 오션뷰는 5만5천원 추가금액 있다고 하더라고요. 저는  어머니를 모시고 간 상황이라 효도한다고 생각해 아깝다는 마음이 없었지만 어머니가 부담된다고 괜찮다고 하여 그냥 방 배정을 받았습니다...그런데...늦은 체크아웃이라 방이 이런 것 밖에 안남았던건지?시티뷰라(?) 그런건지...?룸 컨디션이 정말 최.악 이었습니다. 욕실이 정말 가관이었습니다. 세면대엔 꼬불꼬불 털들이 있었고사진에서 보다시피 샤워실엔 누가 쓴 치약묻은 칫솔이 그대로 있었고 사진을 못찍었지만 누가 쓰던 수건이 욕실 바깥에 고이 접어있더라고요..(그 전에 묵던 사람이 발닦이하려고 놔둔거같아요) ㅡㅡ내가 이 돈 내고 모텔보다 못한 방에 있다고 생각하니 참 기분 뭐 같았습니다. 무엇보다 기대를 잔뜩한 어머니가 너무 실망한 눈치라 정말 속상하고 기분이 몹시 상하더라고요... 강릉하면 세인트존스던데 명성에 비해 도착하자마자 대실망. 그래서 프론트로 전화를 걸어 컴플레인을 걸었고호텔측에선 청소or룸교체 를 말했습니다. 이때만해도 전 좋게끝내자 싶어서 청소해달라고 요청했고 저녁먹으러 바로 나갔습니다. 6시반경쯤 나간거같고 들어온 시간은 밤11시가 넘었어요. 근데 왠걸?????5시간이 넘게 외출하고 돌아왔는데 그.대.로.더.라.고.요?진짜 처음엔 좋게 마무리하려고했는데제가 너무 열이 받았습니다. 고객을 우습게 보는 것도 아니고 첨에 제가 말한게 메모도 안되어있다고 하더라고요. 서비스도 너무 엉망인게 실망 대실망. 다시 프론트에 전화를 해 컴플레인을 걸으니 그때서야 후처리를 다급하게 하시며오션뷰로 업그레이드 하고 죄송하다고 거듭 말씀하셨네요...정말 늦은 시간..피곤한 시간에 얼굴 붉히며바로 씻지도 못하고 여러모로 감정 소모도 컸던 밤이었습니다. 업그레이드 해주시고 레이트 체크아웃 해주셨지만기억 속에 강릉 세인트존스는 그렇게 좋은 기억으로 남지 않은 것 같습니다.... 쌓아올린 명성을 유지하시려면 많이 개선이 필요한 호텔로 보입니다... 참고하세요...,10,40,30
a7c48469,9b0057ac,be8a2aa0,세인트존스 호텔,정말 좋았어요 룸컨디션도 최고구오,100,100,100
8247aad0,9b0057ac,79efcb6c,세인트존스 호텔,방은 좀 좁긴 했지만 마운틴 뷰라도 바다가 조금 보여서 좋았어요밤에 성인전용 풀은 노래가 너무 컸지만 버블 타임 때는 재밌었네요,100,100,100
7217a4a6,9b0057ac,1b27e572,세인트존스 호텔,다좋긴한데 방음이....,100,100,100
3814b26a,9b0057ac,a9018192,세인트존스 호텔,잘쉬다갑니다~!!!!,100,100,100
4825f429,9b0057ac,be00afac,세인트존스 호텔,시설 청결 뷰 모든것하나 빠짐없이 최고입니다,100,100,100
746da219,9b0057ac,03eed4a3,세인트존스 호텔,파셜뷰를 했는데 너무별로라 오션뷰로 돈주고업했는에 오션뷰는 최고더라고요 뷰감상할려면 무조건 오션뷰인거 같아요~ ㅎㅎ,100,100,100
76832392,9b0057ac,cbeabab2,세인트존스 호텔,방도깨끗하구 되게좋아요~다만 일회용품미지급은 좀아쉽네요,100,100,100
a991b4b5,9b0057ac,42febfe4,세인트존스 호텔,좋아요 강아지입장도 가능하고 바다뷰도 좋습니다,100,100,100
60998b18,9b0057ac,f8d34802,세인트존스 호텔,역시 소문대로 깔끔하고 친절한 직원분들덕에 호캉스 제대로 누리고 왔습니다~^^조식도 생각보다 먹을것도 많구 괜찮았구요인피니티풀도 성수기가 아니라서 그런지 사람이 별로없어서 마음껏 즐기다 왔어요다음에 또 다시 방문하기로 했답니다,100,100,80
